assay,value,cell_line,inhibitor,ASA,FU,replicate
Size,105.37544,HT29,CQ,0,0,2
Size,106.73641,HT29,CQ,0,0,3
Size,126.71214,HT29,CQ,0,0,4
Size,132.55563,HT29,CQ,0,0,5
Size,97.85203,HT29,CQ,0,0,6
Size,105.46023,HT29,CQ,0,0,7
Size,118.94959,HT29,CQ,0,0,8
Size,122.85327,HT29,CQ,0,0,9
Size,132.81824,HT29,CQ,0,0,10
Size,149.81151,HT29,CQ,0,0,11
Size,120.55604,HT29,CQ,0,0,12
Size,111.75169,HT29,CQ,0,50,1
Size,103.67315,HT29,CQ,0,50,2
Size,109.78726,HT29,CQ,0,50,3
Size,105.26737,HT29,CQ,0,50,4
Size,94.93016,HT29,CQ,0,50,5
Size,106.59282,HT29,CQ,0,50,6
Size,109.35,HT29,CQ,0,50,7
Size,86.15686,HT29,CQ,0,50,8
Size,97.19794,HT29,CQ,0,50,9
Size,121.479,HT29,CQ,0,50,10
Size,89.71658,HT29,CQ,0,50,11
Size,117.47991,HT29,CQ,0,50,12
Size,115.82574,HT29,CQ,0,75,1
Size,118.88202,HT29,CQ,0,75,2
Size,120.77029,HT29,CQ,0,75,3
Size,108.49845,HT29,CQ,0,75,4
Size,101.13558,HT29,CQ,0,75,5
Size,95.148,HT29,CQ,0,75,6
Size,113.75226,HT29,CQ,0,75,7
Size,96.88518,HT29,CQ,0,75,8
Size,109.92532,HT29,CQ,0,75,9
Size,103.35629,HT29,CQ,0,75,10
Size,105.43764,HT29,CQ,0,75,11
Size,97.94985,HT29,CQ,0,75,12
Size,104.2511,HT29,CQ,2.5,0,1
Size,118.94561,HT29,CQ,2.5,0,2
Size,96.22203,HT29,CQ,2.5,0,3
Size,89.60681,HT29,CQ,2.5,0,4
Size,99.34186,HT29,CQ,2.5,0,5
Size,111.62269,HT29,CQ,2.5,0,6
Size,122.9898,HT29,CQ,2.5,0,7
Size,120.28845,HT29,CQ,2.5,0,8
Size,111.64575,HT29,CQ,2.5,0,9
Size,121.86756,HT29,CQ,2.5,0,10
Size,135.60041,HT29,CQ,2.5,0,11
Size,119.19363,HT29,CQ,2.5,0,12
Size,109.63798,HT29,CQ,2.5,50,1
Size,106.59143,HT29,CQ,2.5,50,2
Size,88.21354,HT29,CQ,2.5,50,3
Size,89.65015,HT29,CQ,2.5,50,4
Size,84.87249,HT29,CQ,2.5,50,5
Size,96.51962,HT29,CQ,2.5,50,6
Size,89.74586,HT29,CQ,2.5,50,7
Size,96.49348,HT29,CQ,2.5,50,8
Size,100.39361,HT29,CQ,2.5,50,9
Size,88.95674,HT29,CQ,2.5,50,10
Size,95.51173,HT29,CQ,2.5,50,11
Size,85.21428,HT29,CQ,2.5,50,12
Size,85.82828,HT29,CQ,2.5,75,1
Size,81.7072,HT29,CQ,2.5,75,2
Size,70.60732,HT29,CQ,2.5,75,3
Size,96.12607,HT29,CQ,2.5,75,4
Size,83.92331,HT29,CQ,2.5,75,5
Size,92.07669,HT29,CQ,2.5,75,6
Size,92.13419,HT29,CQ,2.5,75,7
Size,91.71165,HT29,CQ,2.5,75,8
Size,82.41507,HT29,CQ,2.5,75,9
Size,83.88664,HT29,CQ,2.5,75,10
Size,85.96815,HT29,CQ,2.5,75,11
Size,67.99664,HT29,CQ,2.5,75,12
Size,90.07538,HT29,CQ,5,0,1
Size,99.78511,HT29,CQ,5,0,2
Size,87.7558,HT29,CQ,5,0,3
Size,116.54474,HT29,CQ,5,0,4
Size,109.55771,HT29,CQ,5,0,5
Size,116.76898,HT29,CQ,5,0,6
Size,92.76725,HT29,CQ,5,0,7
Size,117.98378,HT29,CQ,5,0,8
Size,102.93957,HT29,CQ,5,0,9
Size,113.28594,HT29,CQ,5,0,10
Size,97.61147,HT29,CQ,5,0,11
Size,69.27618,HT29,CQ,5,0,12
Size,92.37694,HT29,CQ,5,50,1
Size,97.56392,HT29,CQ,5,50,2
Size,98.45473,HT29,CQ,5,50,3
Size,94.3874,HT29,CQ,5,50,4
Size,88.09861,HT29,CQ,5,50,5
Size,103.78505,HT29,CQ,5,50,6
Size,96.49666,HT29,CQ,5,50,7
Size,87.2937,HT29,CQ,5,50,8
Size,94.50007,HT29,CQ,5,50,9
Size,103.86415,HT29,CQ,5,50,10
Size,93.17787,HT29,CQ,5,50,11
Size,84.37735,HT29,CQ,5,50,12
Size,97.19773,HT29,CQ,5,75,1
Size,72.47747,HT29,CQ,5,75,2
Size,77.16366,HT29,CQ,5,75,3
Size,88.72669,HT29,CQ,5,75,4
Size,83.71839,HT29,CQ,5,75,5
Size,94.99419,HT29,CQ,5,75,6
Size,81.45402,HT29,CQ,5,75,7
Size,73.64581,HT29,CQ,5,75,8
Size,65.71793,HT29,CQ,5,75,9
Size,75.53641,HT29,CQ,5,75,10
Size,90.65221,HT29,CQ,5,75,11
Size,100.99565,HT29,CQ,5,75,12
